date,holiday_name,is_public_holiday
2067-11-11,Armistice,1
2067-12-25,Noël,1
2068-01-01,Jour de l'an,1
2068-04-23,Lundi de Pâques,1
2068-05-01,Fête du Travail,1
2068-05-08,Fête de la Victoire,1
2068-05-31,Ascension,1
2068-06-11,Lundi de Pentecôte,1
2068-07-14,Fête nationale,1
2068-08-15,Assomption,1
2068-11-01,Toussaint,1
2068-11-11,Armistice,1
2068-12-25,Noël,1
2069-01-01,Jour de l'an,1
2069-04-15,Lundi de Pâques,1
2069-05-01,Fête du Travail,1
2069-05-08,Fête de la Victoire,1
2069-05-23,Ascension,1
2069-06-03,Lundi de Pentecôte,1
2069-07-14,Fête nationale,1
2069-08-15,Assomption,1
2069-11-01,Toussaint,1
2069-11-11,Armistice,1
2069-12-25,Noël,1
2070-01-01,Jour de l'an,1
2070-03-31,Lundi de Pâques,1
2070-05-01,Fête du Travail,1
2070-05-08,Ascension; Fête de la Victoire,1
2070-05-19,Lundi de Pentecôte,1
2070-07-14,Fête nationale,1
2070-08-15,Assomption,1
2070-11-01,Toussaint,1
2070-11-11,Armistice,1
2070-12-25,Noël,1
2071-01-01,Jour de l'an,1
2071-04-20,Lundi de Pâques,1
2071-05-01,Fête du Travail,1
2071-05-08,Fête de la Victoire,1
2071-05-28,Ascension,1
2071-06-08,Lundi de Pentecôte,1
2071-07-14,Fête nationale,1
2071-08-15,Assomption,1
2071-11-01,Toussaint,1
2071-11-11,Armistice,1
2071-12-25,Noël,1
2072-01-01,Jour de l'an,1
2072-04-11,Lundi de Pâques,1
2072-05-01,Fête du Travail,1
2072-05-08,Fête de la Victoire,1
2072-05-19,Ascension,1
2072-05-30,Lundi de Pentecôte,1
2072-07-14,Fête nationale,1
2072-08-15,Assomption,1
2072-11-01,Toussaint,1
2072-11-11,Armistice,1
2072-12-25,Noël,1
2073-01-01,Jour de l'an,1
2073-03-27,Lundi de Pâques,1
2073-05-01,Fête du Travail,1
2073-05-04,Ascension,1
2073-05-08,Fête de la Victoire,1
2073-05-15,Lundi de Pentecôte,1
2073-07-14,Fête nationale,1
2073-08-15,Assomption,1
2073-11-01,Toussaint,1
2073-11-11,Armistice,1
2073-12-25,Noël,1
2074-01-01,Jour de l'an,1
2074-04-16,Lundi de Pâques,1
2074-05-01,Fête du Travail,1
2074-05-08,Fête de la Victoire,1
2074-05-24,Ascension,1
2074-06-04,Lundi de Pentecôte,1
2074-07-14,Fête nationale,1
2074-08-15,Assomption,1
2074-11-01,Toussaint,1
2074-11-11,Armistice,1
2074-12-25,Noël,1
2075-01-01,Jour de l'an,1
2075-04-08,Lundi de Pâques,1
2075-05-01,Fête du Travail,1
2075-05-08,Fête de la Victoire,1
2075-05-16,Ascension,1
2075-05-27,Lundi de Pentecôte,1
2075-07-14,Fête nationale,1
2075-08-15,Assomption,1
2075-11-01,Toussaint,1
2075-11-11,Armistice,1
2075-12-25,Noël,1
2076-01-01,Jour de l'an,1
2076-04-20,Lundi de Pâques,1
2076-05-01,Fête du Travail,1
2076-05-08,Fête de la Victoire,1
2076-05-28,Ascension,1
2076-06-08,Lundi de Pentecôte,1
2076-07-14,Fête nationale,1
2076-08-15,Assomption,1
2076-11-01,Toussaint,1
2076-11-11,Armistice,1
2076-12-25,Noël,1
2077-01-01,Jour de l'an,1
2077-04-12,Lundi de Pâques,1
2077-05-01,Fête du Travail,1
2077-05-08,Fête de la Victoire,1
2077-05-20,Ascension,1
2077-05-31,Lundi de Pentecôte,1
2077-07-14,Fête nationale,1
2077-08-15,Assomption,1
2077-11-01,Toussaint,1
2077-11-11,Armistice,1
2077-12-25,Noël,1
2078-01-01,Jour de l'an,1
2078-04-04,Lundi de Pâques,1
2078-05-01,Fête du Travail,1
2078-05-08,Fête de la Victoire,1
2078-05-12,Ascension,1
2078-05-23,Lundi de Pentecôte,1
2078-07-14,Fête nationale,1
2078-08-15,Assomption,1
2078-11-01,Toussaint,1
2078-11-11,Armistice,1
2078-12-25,Noël,1
2079-01-01,Jour de l'an,1
2079-04-24,Lundi de Pâques,1
2079-05-01,Fête du Travail,1
2079-05-08,Fête de la Victoire,1
2079-06-01,Ascension,1
2079-06-12,Lundi de Pentecôte,1
2079-07-14,Fête nationale,1
2079-08-15,Assomption,1
2079-11-01,Toussaint,1
2079-11-11,Armistice,1
2079-12-25,Noël,1
2080-01-01,Jour de l'an,1
2080-04-08,Lundi de Pâques,1
2080-05-01,Fête du Travail,1
2080-05-08,Fête de la Victoire,1
2080-05-16,Ascension,1
2080-05-27,Lundi de Pentecôte,1
2080-07-14,Fête nationale,1
2080-08-15,Assomption,1
2080-11-01,Toussaint,1
2080-11-11,Armistice,1
2080-12-25,Noël,1
2081-01-01,Jour de l'an,1
2081-03-31,Lundi de Pâques,1
2081-05-01,Fête du Travail,1
2081-05-08,Ascension; Fête de la Victoire,1
2081-05-19,Lundi de Pentecôte,1
2081-07-14,Fête nationale,1
2081-08-15,Assomption,1
2081-11-01,Toussaint,1
2081-11-11,Armistice,1
2081-12-25,Noël,1
2082-01-01,Jour de l'an,1
2082-04-20,Lundi de Pâques,1
2082-05-01,Fête du Travail,1
2082-05-08,Fête de la Victoire,1
2082-05-28,Ascension,1
2082-06-08,Lundi de Pentecôte,1
2082-07-14,Fête nationale,1
2082-08-15,Assomption,1
2082-11-01,Toussaint,1
2082-11-11,Armistice,1
2082-12-25,Noël,1
2083-01-01,Jour de l'an,1
2083-04-05,Lundi de Pâques,1
2083-05-01,Fête du Travail,1
2083-05-08,Fête de la Victoire,1
2083-05-13,Ascension,1
2083-05-24,Lundi de Pentecôte,1
2083-07-14,Fête nationale,1
2083-08-15,Assomption,1
2083-11-01,Toussaint,1
2083-11-11,Armistice,1
2083-12-25,Noël,1
2084-01-01,Jour de l'an,1
2084-03-27,Lundi de Pâques,1
2084-05-01,Fête du Travail,1
2084-05-04,Ascension,1
2084-05-08,Fête de la Victoire,1
2084-05-15,Lundi de Pentecôte,1
2084-07-14,Fête nationale,1
2084-08-15,Assomption,1
2084-11-01,Toussaint,1
2084-11-11,Armistice,1
2084-12-25,Noël,1
2085-01-01,Jour de l'an,1
2085-04-16,Lundi de Pâques,1
2085-05-01,Fête du Travail,1
2085-05-08,Fête de la Victoire,1
2085-05-24,Ascension,1
2085-06-04,Lundi de Pentecôte,1
2085-07-14,Fête nationale,1
2085-08-15,Assomption,1
2085-11-01,Toussaint,1
2085-11-11,Armistice,1
2085-12-25,Noël,1
2086-01-01,Jour de l'an,1
2086-04-01,Lundi de Pâques,1
2086-05-01,Fête du Travail,1
2086-05-08,Fête de la Victoire,1
2086-05-09,Ascension,1
2086-05-20,Lundi de Pentecôte,1
2086-07-14,Fête nationale,1
2086-08-15,Assomption,1
2086-11-01,Toussaint,1
2086-11-11,Armistice,1
2086-12-25,Noël,1
2087-01-01,Jour de l'an,1
2087-04-21,Lundi de Pâques,1
2087-05-01,Fête du Travail,1
2087-05-08,Fête de la Victoire,1
2087-05-29,Ascension,1
2087-06-09,Lundi de Pentecôte,1
2087-07-14,Fête nationale,1
2087-08-15,Assomption,1
2087-11-01,Toussaint,1
2087-11-11,Armistice,1
2087-12-25,Noël,1
2088-01-01,Jour de l'an,1
2088-04-12,Lundi de Pâques,1
2088-05-01,Fête du Travail,1
2088-05-08,Fête de la Victoire,1
2088-05-20,Ascension,1
2088-05-31,Lundi de Pentecôte,1
2088-07-14,Fête nationale,1
2088-08-15,Assomption,1
2088-11-01,Toussaint,1
2088-11-11,Armistice,1
2088-12-25,Noël,1
2089-01-01,Jour de l'an,1
2089-04-04,Lundi de Pâques,1
2089-05-01,Fête du Travail,1
2089-05-08,Fête de la Victoire,1
2089-05-12,Ascension,1
2089-05-23,Lundi de Pentecôte,1
2089-07-14,Fête nationale,1
2089-08-15,Assomption,1
2089-11-01,Toussaint,1
2089-11-11,Armistice,1
2089-12-25,Noël,1
2090-01-01,Jour de l'an,1
2090-04-17,Lundi de Pâques,1
2090-05-01,Fête du Travail,1
2090-05-08,Fête de la Victoire,1
2090-05-25,Ascension,1
2090-06-05,Lundi de Pentecôte,1
2090-07-14,Fête nationale,1
2090-08-15,Assomption,1
2090-11-01,Toussaint,1
2090-11-11,Armistice,1
2090-12-25,Noël,1
2091-01-01,Jour de l'an,1
2091-04-09,Lundi de Pâques,1
2091-05-01,Fête du Travail,1
2091-05-08,Fête de la Victoire,1
2091-05-17,Ascension,1
2091-05-28,Lundi de Pentecôte,1
2091-07-14,Fête nationale,1
2091-08-15,Assomption,1
2091-11-01,Toussaint,1
2091-11-11,Armistice,1
2091-12-25,Noël,1
2092-01-01,Jour de l'an,1
2092-03-31,Lundi de Pâques,1
2092-05-01,Fête du Travail,1
2092-05-08,Ascension; Fête de la Victoire,1
2092-05-19,Lundi de Pentecôte,1
2092-07-14,Fête nationale,1
2092-08-15,Assomption,1
2092-11-01,Toussaint,1
2092-11-11,Armistice,1
2092-12-25,Noël,1
2093-01-01,Jour de l'an,1
2093-04-13,Lundi de Pâques,1
2093-05-01,Fête du Travail,1
2093-05-08,Fête de la Victoire,1
2093-05-21,Ascension,1
2093-06-01,Lundi de Pentecôte,1
2093-07-14,Fête nationale,1
2093-08-15,Assomption,1
2093-11-01,Toussaint,1
2093-11-11,Armistice,1
2093-12-25,Noël,1
2094-01-01,Jour de l'an,1
2094-04-05,Lundi de Pâques,1
2094-05-01,Fête du Travail,1
2094-05-08,Fête de la Victoire,1
2094-05-13,Ascension,1
2094-05-24,Lundi de Pentecôte,1
2094-07-14,Fête nationale,1
2094-08-15,Assomption,1
2094-11-01,Toussaint,1
2094-11-11,Armistice,1
2094-12-25,Noël,1
2095-01-01,Jour de l'an,1
2095-04-25,Lundi de Pâques,1
2095-05-01,Fête du Travail,1
2095-05-08,Fête de la Victoire,1
2095-06-02,Ascension,1
2095-06-13,Lundi de Pentecôte,1
2095-07-14,Fête nationale,1
2095-08-15,Assomption,1
2095-11-01,Toussaint,1
2095-11-11,Armistice,1
2095-12-25,Noël,1
2096-01-01,Jour de l'an,1
2096-04-16,Lundi de Pâques,1
2096-05-01,Fête du Travail,1
2096-05-08,Fête de la Victoire,1
2096-05-24,Ascension,1
2096-06-04,Lundi de Pentecôte,1
2096-07-14,Fête nationale,1
2096-08-15,Assomption,1
2096-11-01,Toussaint,1
2096-11-11,Armistice,1
2096-12-25,Noël,1
2097-01-01,Jour de l'an,1
2097-04-01,Lundi de Pâques,1
2097-05-01,Fête du Travail,1
2097-05-08,Fête de la Victoire,1
2097-05-09,Ascension,1
2097-05-20,Lundi de Pentecôte,1
2097-07-14,Fête nationale,1
2097-08-15,Assomption,1
2097-11-01,Toussaint,1
2097-11-11,Armistice,1
2097-12-25,Noël,1
2098-01-01,Jour de l'an,1
2098-04-21,Lundi de Pâques,1
2098-05-01,Fête du Travail,1
2098-05-08,Fête de la Victoire,1
2098-05-29,Ascension,1
2098-06-09,Lundi de Pentecôte,1
2098-07-14,Fête nationale,1
2098-08-15,Assomption,1
2098-11-01,Toussaint,1
2098-11-11,Armistice,1
2098-12-25,Noël,1
2099-01-01,Jour de l'an,1
2099-04-13,Lundi de Pâques,1
2099-05-01,Fête du Travail,1
2099-05-08,Fête de la Victoire,1
2099-05-21,Ascension,1
2099-06-01,Lundi de Pentecôte,1
2099-07-14,Fête nationale,1
2099-08-15,Assomption,1
2099-11-01,Toussaint,1
2099-11-11,Armistice,1
2099-12-25,Noël,1
2100-01-01,Jour de l'an,1
2100-03-29,Lundi de Pâques,1
2100-05-01,Fête du Travail,1
2100-05-06,Ascension,1
2100-05-08,Fête de la Victoire,1
2100-05-17,Lundi de Pentecôte,1
2100-07-14,Fête nationale,1
2100-08-15,Assomption,1
2100-11-01,Toussaint,1
2100-11-11,Armistice,1
2100-12-25,Noël,1
