date,holiday_name,is_public_holiday
1989-05-04,Ascension,1
1989-05-08,Fête de la Victoire,1
1989-05-15,Lundi de Pentecôte,1
1989-07-14,Fête nationale,1
1989-08-15,Assomption,1
1989-11-01,Toussaint,1
1989-11-11,Armistice,1
1989-12-25,Noël,1
1990-01-01,Jour de l'an,1
1990-04-16,Lundi de Pâques,1
1990-05-01,Fête du Travail,1
1990-05-08,Fête de la Victoire,1
1990-05-24,Ascension,1
1990-06-04,Lundi de Pentecôte,1
1990-07-14,Fête nationale,1
1990-08-15,Assomption,1
1990-11-01,Toussaint,1
1990-11-11,Armistice,1
1990-12-25,Noël,1
1991-01-01,Jour de l'an,1
1991-04-01,Lundi de Pâques,1
1991-05-01,Fête du Travail,1
1991-05-08,Fête de la Victoire,1
1991-05-09,Ascension,1
1991-05-20,Lundi de Pentecôte,1
1991-07-14,Fête nationale,1
1991-08-15,Assomption,1
1991-11-01,Toussaint,1
1991-11-11,Armistice,1
1991-12-25,Noël,1
1992-01-01,Jour de l'an,1
1992-04-20,Lundi de Pâques,1
1992-05-01,Fête du Travail,1
1992-05-08,Fête de la Victoire,1
1992-05-28,Ascension,1
1992-06-08,Lundi de Pentecôte,1
1992-07-14,Fête nationale,1
1992-08-15,Assomption,1
1992-11-01,Toussaint,1
1992-11-11,Armistice,1
1992-12-25,Noël,1
1993-01-01,Jour de l'an,1
1993-04-12,Lundi de Pâques,1
1993-05-01,Fête du Travail,1
1993-05-08,Fête de la Victoire,1
1993-05-20,Ascension,1
1993-05-31,Lundi de Pentecôte,1
1993-07-14,Fête nationale,1
1993-08-15,Assomption,1
1993-11-01,Toussaint,1
1993-11-11,Armistice,1
1993-12-25,Noël,1
1994-01-01,Jour de l'an,1
1994-04-04,Lundi de Pâques,1
1994-05-01,Fête du Travail,1
1994-05-08,Fête de la Victoire,1
1994-05-12,Ascension,1
1994-05-23,Lundi de Pentecôte,1
1994-07-14,Fête nationale,1
1994-08-15,Assomption,1
1994-11-01,Toussaint,1
1994-11-11,Armistice,1
1994-12-25,Noël,1
1995-01-01,Jour de l'an,1
1995-04-17,Lundi de Pâques,1
1995-05-01,Fête du Travail,1
1995-05-08,Fête de la Victoire,1
1995-05-25,Ascension,1
1995-06-05,Lundi de Pentecôte,1
1995-07-14,Fête nationale,1
1995-08-15,Assomption,1
1995-11-01,Toussaint,1
1995-11-11,Armistice,1
1995-12-25,Noël,1
1996-01-01,Jour de l'an,1
1996-04-08,Lundi de Pâques,1
1996-05-01,Fête du Travail,1
1996-05-08,Fête de la Victoire,1
1996-05-16,Ascension,1
1996-05-27,Lundi de Pentecôte,1
1996-07-14,Fête nationale,1
1996-08-15,Assomption,1
1996-11-01,Toussaint,1
1996-11-11,Armistice,1
1996-12-25,Noël,1
1997-01-01,Jour de l'an,1
1997-03-31,Lundi de Pâques,1
1997-05-01,Fête du Travail,1
1997-05-08,Ascension; Fête de la Victoire,1
1997-05-19,Lundi de Pentecôte,1
1997-07-14,Fête nationale,1
1997-08-15,Assomption,1
1997-11-01,Toussaint,1
1997-11-11,Armistice,1
1997-12-25,Noël,1
1998-01-01,Jour de l'an,1
1998-04-13,Lundi de Pâques,1
1998-05-01,Fête du Travail,1
1998-05-08,Fête de la Victoire,1
1998-05-21,Ascension,1
1998-06-01,Lundi de Pentecôte,1
1998-07-14,Fête nationale,1
1998-08-15,Assomption,1
1998-11-01,Toussaint,1
1998-11-11,Armistice,1
1998-12-25,Noël,1
1999-01-01,Jour de l'an,1
1999-04-05,Lundi de Pâques,1
1999-05-01,Fête du Travail,1
1999-05-08,Fête de la Victoire,1
1999-05-13,Ascension,1
1999-05-24,Lundi de Pentecôte,1
1999-07-14,Fête nationale,1
1999-08-15,Assomption,1
1999-11-01,Toussaint,1
1999-11-11,Armistice,1
1999-12-25,Noël,1
2000-01-01,Jour de l'an,1
2000-04-24,Lundi de Pâques,1
2000-05-01,Fête du Travail,1
2000-05-08,Fête de la Victoire,1
2000-06-01,Ascension,1
2000-06-12,Lundi de Pentecôte,1
2000-07-14,Fête nationale,1
2000-08-15,Assomption,1
2000-11-01,Toussaint,1
2000-11-11,Armistice,1
2000-12-25,Noël,1
2001-01-01,Jour de l'an,1
2001-04-16,Lundi de Pâques,1
2001-05-01,Fête du Travail,1
2001-05-08,Fête de la Victoire,1
2001-05-24,Ascension,1
2001-06-04,Lundi de Pentecôte,1
2001-07-14,Fête nationale,1
2001-08-15,Assomption,1
2001-11-01,Toussaint,1
2001-11-11,Armistice,1
2001-12-25,Noël,1
2002-01-01,Jour de l'an,1
2002-04-01,Lundi de Pâques,1
2002-05-01,Fête du Travail,1
2002-05-08,Fête de la Victoire,1
2002-05-09,Ascension,1
2002-05-20,Lundi de Pentecôte,1
2002-07-14,Fête nationale,1
2002-08-15,Assomption,1
2002-11-01,Toussaint,1
2002-11-11,Armistice,1
2002-12-25,Noël,1
2003-01-01,Jour de l'an,1
2003-04-21,Lundi de Pâques,1
2003-05-01,Fête du Travail,1
2003-05-08,Fête de la Victoire,1
2003-05-29,Ascension,1
2003-06-09,Lundi de Pentecôte,1
2003-07-14,Fête nationale,1
2003-08-15,Assomption,1
2003-11-01,Toussaint,1
2003-11-11,Armistice,1
2003-12-25,Noël,1
2004-01-01,Jour de l'an,1
2004-04-12,Lundi de Pâques,1
2004-05-01,Fête du Travail,1
2004-05-08,Fête de la Victoire,1
2004-05-20,Ascension,1
2004-05-31,Lundi de Pentecôte,1
2004-07-14,Fête nationale,1
2004-08-15,Assomption,1
2004-11-01,Toussaint,1
2004-11-11,Armistice,1
2004-12-25,Noël,1
2005-01-01,Jour de l'an,1
2005-03-28,Lundi de Pâques,1
2005-05-01,Fête du Travail,1
2005-05-05,Ascension,1
2005-05-08,Fête de la Victoire,1
2005-07-14,Fête nationale,1
2005-08-15,Assomption,1
2005-11-01,Toussaint,1
2005-11-11,Armistice,1
2005-12-25,Noël,1
2006-01-01,Jour de l'an,1
2006-04-17,Lundi de Pâques,1
2006-05-01,Fête du Travail,1
2006-05-08,Fête de la Victoire,1
2006-05-25,Ascension,1
2006-07-14,Fête nationale,1
2006-08-15,Assomption,1
2006-11-01,Toussaint,1
2006-11-11,Armistice,1
2006-12-25,Noël,1
2007-01-01,Jour de l'an,1
2007-04-09,Lundi de Pâques,1
2007-05-01,Fête du Travail,1
2007-05-08,Fête de la Victoire,1
2007-05-17,Ascension,1
2007-07-14,Fête nationale,1
2007-08-15,Assomption,1
2007-11-01,Toussaint,1
2007-11-11,Armistice,1
2007-12-25,Noël,1
2008-01-01,Jour de l'an,1
2008-03-24,Lundi de Pâques,1
2008-05-01,Ascension; Fête du Travail,1
2008-05-08,Fête de la Victoire,1
2008-05-12,Lundi de Pentecôte,1
2008-07-14,Fête nationale,1
2008-08-15,Assomption,1
2008-11-01,Toussaint,1
2008-11-11,Armistice,1
2008-12-25,Noël,1
2009-01-01,Jour de l'an,1
2009-04-13,Lundi de Pâques,1
2009-05-01,Fête du Travail,1
2009-05-08,Fête de la Victoire,1
2009-05-21,Ascension,1
2009-06-01,Lundi de Pentecôte,1
2009-07-14,Fête nationale,1
2009-08-15,Assomption,1
2009-11-01,Toussaint,1
2009-11-11,Armistice,1
2009-12-25,Noël,1
2010-01-01,Jour de l'an,1
2010-04-05,Lundi de Pâques,1
2010-05-01,Fête du Travail,1
2010-05-08,Fête de la Victoire,1
2010-05-13,Ascension,1
2010-05-24,Lundi de Pentecôte,1
2010-07-14,Fête nationale,1
2010-08-15,Assomption,1
2010-11-01,Toussaint,1
2010-11-11,Armistice,1
2010-12-25,Noël,1
2011-01-01,Jour de l'an,1
2011-04-25,Lundi de Pâques,1
2011-05-01,Fête du Travail,1
2011-05-08,Fête de la Victoire,1
2011-06-02,Ascension,1
2011-06-13,Lundi de Pentecôte,1
2011-07-14,Fête nationale,1
2011-08-15,Assomption,1
2011-11-01,Toussaint,1
2011-11-11,Armistice,1
2011-12-25,Noël,1
2012-01-01,Jour de l'an,1
2012-04-09,Lundi de Pâques,1
2012-05-01,Fête du Travail,1
2012-05-08,Fête de la Victoire,1
2012-05-17,Ascension,1
2012-05-28,Lundi de Pentecôte,1
2012-07-14,Fête nationale,1
2012-08-15,Assomption,1
2012-11-01,Toussaint,1
2012-11-11,Armistice,1
2012-12-25,Noël,1
2013-01-01,Jour de l'an,1
2013-04-01,Lundi de Pâques,1
2013-05-01,Fête du Travail,1
2013-05-08,Fête de la Victoire,1
2013-05-09,Ascension,1
2013-05-20,Lundi de Pentecôte,1
2013-07-14,Fête nationale,1
2013-08-15,Assomption,1
2013-11-01,Toussaint,1
2013-11-11,Armistice,1
2013-12-25,Noël,1
2014-01-01,Jour de l'an,1
2014-04-21,Lundi de Pâques,1
2014-05-01,Fête du Travail,1
2014-05-08,Fête de la Victoire,1
2014-05-29,Ascension,1
2014-06-09,Lundi de Pentecôte,1
2014-07-14,Fête nationale,1
2014-08-15,Assomption,1
2014-11-01,Toussaint,1
2014-11-11,Armistice,1
2014-12-25,Noël,1
2015-01-01,Jour de l'an,1
2015-04-06,Lundi de Pâques,1
2015-05-01,Fête du Travail,1
2015-05-08,Fête de la Victoire,1
2015-05-14,Ascension,1
2015-05-25,Lundi de Pentecôte,1
2015-07-14,Fête nationale,1
2015-08-15,Assomption,1
2015-11-01,Toussaint,1
2015-11-11,Armistice,1
2015-12-25,Noël,1
2016-01-01,Jour de l'an,1
2016-03-28,Lundi de Pâques,1
2016-05-01,Fête du Travail,1
2016-05-05,Ascension,1
2016-05-08,Fête de la Victoire,1
2016-05-16,Lundi de Pentecôte,1
2016-07-14,Fête nationale,1
2016-08-15,Assomption,1
2016-11-01,Toussaint,1
2016-11-11,Armistice,1
2016-12-25,Noël,1
2017-01-01,Jour de l'an,1
2017-04-17,Lundi de Pâques,1
2017-05-01,Fête du Travail,1
2017-05-08,Fête de la Victoire,1
2017-05-25,Ascension,1
2017-06-05,Lundi de Pentecôte,1
2017-07-14,Fête nationale,1
2017-08-15,Assomption,1
2017-11-01,Toussaint,1
2017-11-11,Armistice,1
2017-12-25,Noël,1
2018-01-01,Jour de l'an,1
2018-04-02,Lundi de Pâques,1
2018-05-01,Fête du Travail,1
2018-05-08,Fête de la Victoire,1
2018-05-10,Ascension,1
2018-05-21,Lundi de Pentecôte,1
2018-07-14,Fête nationale,1
2018-08-15,Assomption,1
2018-11-01,Toussaint,1
2018-11-11,Armistice,1
2018-12-25,Noël,1
2019-01-01,Jour de l'an,1
2019-04-22,Lundi de Pâques,1
2019-05-01,Fête du Travail,1
2019-05-08,Fête de la Victoire,1
2019-05-30,Ascension,1
2019-06-10,Lundi de Pentecôte,1
2019-07-14,Fête nationale,1
2019-08-15,Assomption,1
2019-11-01,Toussaint,1
2019-11-11,Armistice,1
2019-12-25,Noël,1
2020-01-01,Jour de l'an,1
2020-04-13,Lundi de Pâques,1
2020-05-01,Fête du Travail,1
2020-05-08,Fête de la Victoire,1
2020-05-21,Ascension,1
2020-06-01,Lundi de Pentecôte,1
2020-07-14,Fête nationale,1
2020-08-15,Assomption,1
2020-11-01,Toussaint,1
2020-11-11,Armistice,1
2020-12-25,Noël,1
2021-01-01,Jour de l'an,1
2021-04-05,Lundi de Pâques,1
2021-05-01,Fête du Travail,1
2021-05-08,Fête de la Victoire,1
2021-05-13,Ascension,1
2021-05-24,Lundi de Pentecôte,1
2021-07-14,Fête nationale,1
2021-08-15,Assomption,1
2021-11-01,Toussaint,1
2021-11-11,Armistice,1
2021-12-25,Noël,1
2022-01-01,Jour de l'an,1
2022-04-18,Lundi de Pâques,1
2022-05-01,Fête du Travail,1
2022-05-08,Fête de la Victoire,1
2022-05-26,Ascension,1
2022-06-06,Lundi de Pentecôte,1
2022-07-14,Fête nationale,1
2022-08-15,Assomption,1
2022-11-01,Toussaint,1
2022-11-11,Armistice,1
2022-12-25,Noël,1
2023-01-01,Jour de l'an,1
2023-04-10,Lundi de Pâques,1
2023-05-01,Fête du Travail,1
2023-05-08,Fête de la Victoire,1
2023-05-18,Ascension,1
2023-05-29,Lundi de Pentecôte,1
2023-07-14,Fête nationale,1
2023-08-15,Assomption,1
2023-11-01,Toussaint,1
2023-11-11,Armistice,1
2023-12-25,Noël,1
2024-01-01,Jour de l'an,1
2024-04-01,Lundi de Pâques,1
2024-05-01,Fête du Travail,1
2024-05-08,Fête de la Victoire,1
2024-05-09,Ascension,1
2024-05-20,Lundi de Pentecôte,1
2024-07-14,Fête nationale,1
2024-08-15,Assomption,1
2024-11-01,Toussaint,1
2024-11-11,Armistice,1
2024-12-25,Noël,1
2025-01-01,Jour de l'an,1
2025-04-21,Lundi de Pâques,1
2025-05-01,Fête du Travail,1
2025-05-08,Fête de la Victoire,1
2025-05-29,Ascension,1
2025-06-09,Lundi de Pentecôte,1
2025-07-14,Fête nationale,1
2025-08-15,Assomption,1
2025-11-01,Toussaint,1
2025-11-11,Armistice,1
2025-12-25,Noël,1
2026-01-01,Jour de l'an,1
2026-04-06,Lundi de Pâques,1
2026-05-01,Fête du Travail,1
2026-05-08,Fête de la Victoire,1
2026-05-14,Ascension,1
2026-05-25,Lundi de Pentecôte,1
2026-07-14,Fête nationale,1
2026-08-15,Assomption,1
2026-11-01,Toussaint,1
2026-11-11,Armistice,1
2026-12-25,Noël,1
2027-01-01,Jour de l'an,1
2027-03-29,Lundi de Pâques,1
2027-05-01,Fête du Travail,1
2027-05-06,Ascension,1
2027-05-08,Fête de la Victoire,1
2027-05-17,Lundi de Pentecôte,1
2027-07-14,Fête nationale,1
2027-08-15,Assomption,1
2027-11-01,Toussaint,1
2027-11-11,Armistice,1
2027-12-25,Noël,1
2028-01-01,Jour de l'an,1
2028-04-17,Lundi de Pâques,1
2028-05-01,Fête du Travail,1
2028-05-08,Fête de la Victoire,1
2028-05-25,Ascension,1
2028-06-05,Lundi de Pentecôte,1
2028-07-14,Fête nationale,1
2028-08-15,Assomption,1
2028-11-01,Toussaint,1
2028-11-11,Armistice,1
2028-12-25,Noël,1
2029-01-01,Jour de l'an,1
2029-04-02,Lundi de Pâques,1
2029-05-01,Fête du Travail,1
2029-05-08,Fête de la Victoire,1
2029-05-10,Ascension,1
2029-05-21,Lundi de Pentecôte,1
2029-07-14,Fête nationale,1
2029-08-15,Assomption,1
2029-11-01,Toussaint,1
2029-11-11,Armistice,1
2029-12-25,Noël,1
2030-01-01,Jour de l'an,1
2030-04-22,Lundi de Pâques,1
2030-05-01,Fête du Travail,1
2030-05-08,Fête de la Victoire,1
2030-05-30,Ascension,1
2030-06-10,Lundi de Pentecôte,1
2030-07-14,Fête nationale,1
2030-08-15,Assomption,1
2030-11-01,Toussaint,1
2030-11-11,Armistice,1
2030-12-25,Noël,1
2031-01-01,Jour de l'an,1
2031-04-14,Lundi de Pâques,1
2031-05-01,Fête du Travail,1
2031-05-08,Fête de la Victoire,1
2031-05-22,Ascension,1
2031-06-02,Lundi de Pentecôte,1
2031-07-14,Fête nationale,1
2031-08-15,Assomption,1
2031-11-01,Toussaint,1
2031-11-11,Armistice,1
2031-12-25,Noël,1
2032-01-01,Jour de l'an,1
2032-03-29,Lundi de Pâques,1
2032-05-01,Fête du Travail,1
2032-05-06,Ascension,1
2032-05-08,Fête de la Victoire,1
2032-05-17,Lundi de Pentecôte,1
2032-07-14,Fête nationale,1
2032-08-15,Assomption,1
2032-11-01,Toussaint,1
2032-11-11,Armistice,1
2032-12-25,Noël,1
2033-01-01,Jour de l'an,1
2033-04-18,Lundi de Pâques,1
2033-05-01,Fête du Travail,1
2033-05-08,Fête de la Victoire,1
2033-05-26,Ascension,1
2033-06-06,Lundi de Pentecôte,1
2033-07-14,Fête nationale,1
2033-08-15,Assomption,1
2033-11-01,Toussaint,1
2033-11-11,Armistice,1
2033-12-25,Noël,1
2034-01-01,Jour de l'an,1
2034-04-10,Lundi de Pâques,1
2034-05-01,Fête du Travail,1
2034-05-08,Fête de la Victoire,1
2034-05-18,Ascension,1
2034-05-29,Lundi de Pentecôte,1
2034-07-14,Fête nationale,1
2034-08-15,Assomption,1
2034-11-01,Toussaint,1
2034-11-11,Armistice,1
2034-12-25,Noël,1
2035-01-01,Jour de l'an,1
2035-03-26,Lundi de Pâques,1
2035-05-01,Fête du Travail,1
2035-05-03,Ascension,1
2035-05-08,Fête de la Victoire,1
2035-05-14,Lundi de Pentecôte,1
2035-07-14,Fête nationale,1
2035-08-15,Assomption,1
2035-11-01,Toussaint,1
2035-11-11,Armistice,1
2035-12-25,Noël,1
2036-01-01,Jour de l'an,1
2036-04-14,Lundi de Pâques,1
2036-05-01,Fête du Travail,1
2036-05-08,Fête de la Victoire,1
2036-05-22,Ascension,1
2036-06-02,Lundi de Pentecôte,1
2036-07-14,Fête nationale,1
2036-08-15,Assomption,1
2036-11-01,Toussaint,1
2036-11-11,Armistice,1
2036-12-25,Noël,1
2037-01-01,Jour de l'an,1
2037-04-06,Lundi de Pâques,1
2037-05-01,Fête du Travail,1
2037-05-08,Fête de la Victoire,1
2037-05-14,Ascension,1
2037-05-25,Lundi de Pentecôte,1
2037-07-14,Fête nationale,1
2037-08-15,Assomption,1
2037-11-01,Toussaint,1
2037-11-11,Armistice,1
2037-12-25,Noël,1
2038-01-01,Jour de l'an,1
2038-04-26,Lundi de Pâques,1
2038-05-01,Fête du Travail,1
2038-05-08,Fête de la Victoire,1
2038-06-03,Ascension,1
2038-06-14,Lundi de Pentecôte,1
2038-07-14,Fête nationale,1
2038-08-15,Assomption,1
2038-11-01,Toussaint,1
2038-11-11,Armistice,1
2038-12-25,Noël,1
2039-01-01,Jour de l'an,1
2039-04-11,Lundi de Pâques,1
2039-05-01,Fête du Travail,1
2039-05-08,Fête de la Victoire,1
2039-05-19,Ascension,1
2039-05-30,Lundi de Pentecôte,1
2039-07-14,Fête nationale,1
2039-08-15,Assomption,1
2039-11-01,Toussaint,1
2039-11-11,Armistice,1
2039-12-25,Noël,1
2040-01-01,Jour de l'an,1
2040-04-02,Lundi de Pâques,1
2040-05-01,Fête du Travail,1
2040-05-08,Fête de la Victoire,1
2040-05-10,Ascension,1
2040-05-21,Lundi de Pentecôte,1
2040-07-14,Fête nationale,1
2040-08-15,Assomption,1
2040-11-01,Toussaint,1
2040-11-11,Armistice,1
2040-12-25,Noël,1
2041-01-01,Jour de l'an,1
2041-04-22,Lundi de Pâques,1
2041-05-01,Fête du Travail,1
2041-05-08,Fête de la Victoire,1
2041-05-30,Ascension,1
2041-06-10,Lundi de Pentecôte,1
2041-07-14,Fête nationale,1
2041-08-15,Assomption,1
2041-11-01,Toussaint,1
2041-11-11,Armistice,1
2041-12-25,Noël,1
2042-01-01,Jour de l'an,1
2042-04-07,Lundi de Pâques,1
2042-05-01,Fête du Travail,1
2042-05-08,Fête de la Victoire,1
2042-05-15,Ascension,1
2042-05-26,Lundi de Pentecôte,1
2042-07-14,Fête nationale,1
2042-08-15,Assomption,1
2042-11-01,Toussaint,1
2042-11-11,Armistice,1
2042-12-25,Noël,1
2043-01-01,Jour de l'an,1
2043-03-30,Lundi de Pâques,1
2043-05-01,Fête du Travail,1
2043-05-07,Ascension,1
2043-05-08,Fête de la Victoire,1
2043-05-18,Lundi de Pentecôte,1
2043-07-14,Fête nationale,1
2043-08-15,Assomption,1
2043-11-01,Toussaint,1
2043-11-11,Armistice,1
2043-12-25,Noël,1
2044-01-01,Jour de l'an,1
2044-04-18,Lundi de Pâques,1
2044-05-01,Fête du Travail,1
2044-05-08,Fête de la Victoire,1
2044-05-26,Ascension,1
2044-06-06,Lundi de Pentecôte,1
2044-07-14,Fête nationale,1
2044-08-15,Assomption,1
2044-11-01,Toussaint,1
2044-11-11,Armistice,1
2044-12-25,Noël,1
2045-01-01,Jour de l'an,1
2045-04-10,Lundi de Pâques,1
2045-05-01,Fête du Travail,1
2045-05-08,Fête de la Victoire,1
2045-05-18,Ascension,1
2045-05-29,Lundi de Pentecôte,1
2045-07-14,Fête nationale,1
2045-08-15,Assomption,1
2045-11-01,Toussaint,1
2045-11-11,Armistice,1
2045-12-25,Noël,1
2046-01-01,Jour de l'an,1
2046-03-26,Lundi de Pâques,1
2046-05-01,Fête du Travail,1
2046-05-03,Ascension,1
2046-05-08,Fête de la Victoire,1
2046-05-14,Lundi de Pentecôte,1
2046-07-14,Fête nationale,1
2046-08-15,Assomption,1
2046-11-01,Toussaint,1
2046-11-11,Armistice,1
2046-12-25,Noël,1
2047-01-01,Jour de l'an,1
2047-04-15,Lundi de Pâques,1
2047-05-01,Fête du Travail,1
2047-05-08,Fête de la Victoire,1
2047-05-23,Ascension,1
2047-06-03,Lundi de Pentecôte,1
2047-07-14,Fête nationale,1
2047-08-15,Assomption,1
2047-11-01,Toussaint,1
2047-11-11,Armistice,1
2047-12-25,Noël,1
2048-01-01,Jour de l'an,1
2048-04-06,Lundi de Pâques,1
2048-05-01,Fête du Travail,1
2048-05-08,Fête de la Victoire,1
2048-05-14,Ascension,1
2048-05-25,Lundi de Pentecôte,1
2048-07-14,Fête nationale,1
2048-08-15,Assomption,1
2048-11-01,Toussaint,1
2048-11-11,Armistice,1
2048-12-25,Noël,1
2049-01-01,Jour de l'an,1
2049-04-19,Lundi de Pâques,1
2049-05-01,Fête du Travail,1
2049-05-08,Fête de la Victoire,1
2049-05-27,Ascension,1
2049-06-07,Lundi de Pentecôte,1
2049-07-14,Fête nationale,1
2049-08-15,Assomption,1
2049-11-01,Toussaint,1
2049-11-11,Armistice,1
2049-12-25,Noël,1
2050-01-01,Jour de l'an,1
2050-04-11,Lundi de Pâques,1
2050-05-01,Fête du Travail,1
2050-05-08,Fête de la Victoire,1
2050-05-19,Ascension,1
2050-05-30,Lundi de Pentecôte,1
2050-07-14,Fête nationale,1
2050-08-15,Assomption,1
2050-11-01,Toussaint,1
2050-11-11,Armistice,1
2050-12-25,Noël,1
2051-01-01,Jour de l'an,1
2051-04-03,Lundi de Pâques,1
2051-05-01,Fête du Travail,1
2051-05-08,Fête de la Victoire,1
2051-05-11,Ascension,1
2051-05-22,Lundi de Pentecôte,1
2051-07-14,Fête nationale,1
2051-08-15,Assomption,1
2051-11-01,Toussaint,1
2051-11-11,Armistice,1
2051-12-25,Noël,1
2052-01-01,Jour de l'an,1
2052-04-22,Lundi de Pâques,1
2052-05-01,Fête du Travail,1
2052-05-08,Fête de la Victoire,1
2052-05-30,Ascension,1
2052-06-10,Lundi de Pentecôte,1
2052-07-14,Fête nationale,1
2052-08-15,Assomption,1
2052-11-01,Toussaint,1
2052-11-11,Armistice,1
2052-12-25,Noël,1
2053-01-01,Jour de l'an,1
2053-04-07,Lundi de Pâques,1
2053-05-01,Fête du Travail,1
2053-05-08,Fête de la Victoire,1
2053-05-15,Ascension,1
2053-05-26,Lundi de Pentecôte,1
2053-07-14,Fête nationale,1
2053-08-15,Assomption,1
2053-11-01,Toussaint,1
2053-11-11,Armistice,1
2053-12-25,Noël,1
2054-01-01,Jour de l'an,1
2054-03-30,Lundi de Pâques,1
2054-05-01,Fête du Travail,1
2054-05-07,Ascension,1
2054-05-08,Fête de la Victoire,1
2054-05-18,Lundi de Pentecôte,1
2054-07-14,Fête nationale,1
2054-08-15,Assomption,1
2054-11-01,Toussaint,1
2054-11-11,Armistice,1
2054-12-25,Noël,1
2055-01-01,Jour de l'an,1
2055-04-19,Lundi de Pâques,1
2055-05-01,Fête du Travail,1
2055-05-08,Fête de la Victoire,1
2055-05-27,Ascension,1
2055-06-07,Lundi de Pentecôte,1
2055-07-14,Fête nationale,1
2055-08-15,Assomption,1
2055-11-01,Toussaint,1
2055-11-11,Armistice,1
2055-12-25,Noël,1
2056-01-01,Jour de l'an,1
2056-04-03,Lundi de Pâques,1
2056-05-01,Fête du Travail,1
2056-05-08,Fête de la Victoire,1
2056-05-11,Ascension,1
2056-05-22,Lundi de Pentecôte,1
2056-07-14,Fête nationale,1
2056-08-15,Assomption,1
2056-11-01,Toussaint,1
2056-11-11,Armistice,1
2056-12-25,Noël,1
2057-01-01,Jour de l'an,1
2057-04-23,Lundi de Pâques,1
2057-05-01,Fête du Travail,1
2057-05-08,Fête de la Victoire,1
2057-05-31,Ascension,1
2057-06-11,Lundi de Pentecôte,1
2057-07-14,Fête nationale,1
2057-08-15,Assomption,1
2057-11-01,Toussaint,1
2057-11-11,Armistice,1
2057-12-25,Noël,1
2058-01-01,Jour de l'an,1
2058-04-15,Lundi de Pâques,1
2058-05-01,Fête du Travail,1
2058-05-08,Fête de la Victoire,1
2058-05-23,Ascension,1
2058-06-03,Lundi de Pentecôte,1
2058-07-14,Fête nationale,1
2058-08-15,Assomption,1
2058-11-01,Toussaint,1
2058-11-11,Armistice,1
2058-12-25,Noël,1
2059-01-01,Jour de l'an,1
2059-03-31,Lundi de Pâques,1
2059-05-01,Fête du Travail,1
2059-05-08,Ascension; Fête de la Victoire,1
2059-05-19,Lundi de Pentecôte,1
2059-07-14,Fête nationale,1
2059-08-15,Assomption,1
2059-11-01,Toussaint,1
2059-11-11,Armistice,1
2059-12-25,Noël,1
2060-01-01,Jour de l'an,1
2060-04-19,Lundi de Pâques,1
2060-05-01,Fête du Travail,1
2060-05-08,Fête de la Victoire,1
2060-05-27,Ascension,1
2060-06-07,Lundi de Pentecôte,1
2060-07-14,Fête nationale,1
2060-08-15,Assomption,1
2060-11-01,Toussaint,1
2060-11-11,Armistice,1
2060-12-25,Noël,1
2061-01-01,Jour de l'an,1
2061-04-11,Lundi de Pâques,1
2061-05-01,Fête du Travail,1
2061-05-08,Fête de la Victoire,1
2061-05-19,Ascension,1
2061-05-30,Lundi de Pentecôte,1
2061-07-14,Fête nationale,1
2061-08-15,Assomption,1
2061-11-01,Toussaint,1
2061-11-11,Armistice,1
2061-12-25,Noël,1
2062-01-01,Jour de l'an,1
2062-03-27,Lundi de Pâques,1
2062-05-01,Fête du Travail,1
2062-05-04,Ascension,1
2062-05-08,Fête de la Victoire,1
2062-05-15,Lundi de Pentecôte,1
2062-07-14,Fête nationale,1
2062-08-15,Assomption,1
2062-11-01,Toussaint,1
2062-11-11,Armistice,1
2062-12-25,Noël,1
2063-01-01,Jour de l'an,1
2063-04-16,Lundi de Pâques,1
2063-05-01,Fête du Travail,1
2063-05-08,Fête de la Victoire,1
2063-05-24,Ascension,1
2063-06-04,Lundi de Pentecôte,1
2063-07-14,Fête nationale,1
2063-08-15,Assomption,1
2063-11-01,Toussaint,1
2063-11-11,Armistice,1
2063-12-25,Noël,1
2064-01-01,Jour de l'an,1
2064-04-07,Lundi de Pâques,1
2064-05-01,Fête du Travail,1
2064-05-08,Fête de la Victoire,1
2064-05-15,Ascension,1
2064-05-26,Lundi de Pentecôte,1
2064-07-14,Fête nationale,1
2064-08-15,Assomption,1
2064-11-01,Toussaint,1
2064-11-11,Armistice,1
2064-12-25,Noël,1
2065-01-01,Jour de l'an,1
2065-03-30,Lundi de Pâques,1
2065-05-01,Fête du Travail,1
2065-05-07,Ascension,1
2065-05-08,Fête de la Victoire,1
2065-05-18,Lundi de Pentecôte,1
2065-07-14,Fête nationale,1
2065-08-15,Assomption,1
2065-11-01,Toussaint,1
2065-11-11,Armistice,1
2065-12-25,Noël,1
2066-01-01,Jour de l'an,1
2066-04-12,Lundi de Pâques,1
2066-05-01,Fête du Travail,1
2066-05-08,Fête de la Victoire,1
2066-05-20,Ascension,1
2066-05-31,Lundi de Pentecôte,1
2066-07-14,Fête nationale,1
2066-08-15,Assomption,1
2066-11-01,Toussaint,1
2066-11-11,Armistice,1
2066-12-25,Noël,1
2067-01-01,Jour de l'an,1
2067-04-04,Lundi de Pâques,1
2067-05-01,Fête du Travail,1
2067-05-08,Fête de la Victoire,1
2067-05-12,Ascension,1
2067-05-23,Lundi de Pentecôte,1
2067-07-14,Fête nationale,1
2067-08-15,Assomption,1
2067-11-01,Toussaint,1
